s,lane_x,lane_y,veh_x,veh_y,deviation,lane_seg_idx,veh_seg_idx
72.0,237.82027986346964,590.4402301352723,240.6517378942179,600.6700596290173,10.614450812500092,9,65
72.25,237.8959324461791,590.6785087258535,240.69929208371587,600.9154951583548,10.613892616593914,9,65
72.5,237.97158502888857,590.9167873164347,240.74684627321386,601.1609306876924,10.613413606617646,9,65
72.75,238.04723761159804,591.155065907016,240.79440046271188,601.4063662170298,10.61301379329306,9,65
73.0,238.1228901943075,591.3933444975972,240.83949301521034,601.6522628078313,10.612508458540496,9,66
73.25,238.19854277701697,591.6316230881785,240.8839857461077,601.8982717444521,10.612053456876518,9,66
73.5,238.27419535972643,591.8699016787598,240.92847847700506,602.1442806810729,10.611695564321636,9,66
73.75,238.34803999131313,592.1087098667109,240.97297120790242,602.3902896176937,10.6113687179197,10,66
74.0,238.4129090774173,592.3501472326426,241.01616430722336,602.6365263625139,10.610680157038216,10,67
74.25,238.47777816352146,592.5915845985743,241.05799750712544,602.883001479688,10.609938420272783,10,67
74.5,238.54264724962565,592.8330219645059,241.09983070702754,603.129476596862,10.609249041802059,10,67
74.75,238.60751633572983,593.0744593304375,241.1416639069296,603.375951714036,10.608612031833108,10,67
75.0,238.67238542183398,593.3158966963691,241.18301835846628,603.6225054219705,10.607990439529278,10,68
75.25,238.73725450793816,593.5573340623008,241.22217929329517,603.86941921499,10.607259372014722,10,68
75.5,238.80212359404234,593.7987714282325,241.26134022812406,604.1163330080096,10.606593393066287,10,68
75.75,238.8669926801465,594.0402087941641,241.30050116295294,604.3632468010293,10.605992514945239,10,68
76.0,238.93186176625068,594.2816461600958,241.33966209778183,604.6101605940488,10.605456748716573,10,68
76.25,238.99673085235486,594.5230835260273,241.37652463487714,604.8574264440333,10.604813152256476,10,69
76.5,239.0532724574674,594.7665996167308,241.41306715213534,605.1047413130412,10.60404662069985,11,69
76.75,239.10947941034263,595.0101992440877,241.44960966939357,605.3520561820493,10.603311490029391,11,69
77.0,239.1656863632179,595.2537988714448,241.48615218665176,605.5993710510572,10.60261408150344,11,69
77.25,239.22189331609317,595.4973984988018,241.5212630808591,605.8468901223417,10.601843150171742,11,70
77.5,239.27810026896844,595.7409981261588,241.5553235156515,606.0945590279027,10.601036225829695,11,70
77.75,239.3343072218437,595.9845977535158,241.5893839504439,606.3422279334636,10.600277071682614,11,70
78.0,239.39051417471896,596.2281973808729,241.62344438523633,606.5898968390246,10.599565697994581,11,70
78.25,239.44672112759423,596.4717970082298,241.65668839444777,606.8376730895008,10.5988368348998,11,71
78.5,239.5029280804695,596.7153966355869,241.68780661480037,607.0857288420284,10.59799435184496,11,71
78.75,239.55913503334475,596.9589962629439,241.71892483515296,607.3337845945562,10.597213072961855,11,71
79.0,239.61534198622002,597.2025958903009,241.75004305550559,607.5818403470838,10.596493011787778,11,71
79.25,239.6715489390953,597.4461955176579,241.78116127585818,607.8298960996116,10.59583418080368,11,71
79.5,239.72775589197056,597.689795145015,241.80917458698306,608.0783211984443,10.594988312722583,11,72
79.75,239.7839628448458,597.9333947723719,241.83711654821118,608.326754784746,10.59421410376715,11,72
80.0,239.84016979772107,598.176994399729,241.86505850943934,608.5751883710477,10.593517459277315,11,72
80.25,239.89637675059635,598.4205940270859,241.8930004706675,608.8236219573494,10.59289839455621,11,72
80.5,239.95258370347162,598.664193654443,241.91910818108823,609.0722517306216,10.59220899709647,11,73
80.75,240.00879065634686,598.9077932818001,241.94434090818487,609.3209750899654,10.59153955510221,11,73
81.0,240.05863212038605,599.1527079370811,241.96957363528148,609.5696984493092,10.590816248297381,12,73
81.25,240.10355580220264,599.398638542765,241.9948063623781,609.8184218086529,10.590028894646291,12,73
81.5,240.14847948401922,599.6445691484489,242.01911657842317,610.067234145646,10.589203406430425,12,74
81.75,240.19340316583578,599.8904997541327,242.04188628698893,610.316195067021,10.588296019963181,12,74
82.0,240.23832684765236,600.1364303598167,242.06465599555466,610.5651559883959,10.587435779860089,12,74
82.25,240.28325052946894,600.3823609655005,242.0874257041204,610.8141169097707,10.586622697614446,12,74
82.5,240.3281742112855,600.6282915711844,242.11001899423277,611.063093092239,10.585842130615791,12,75
82.75,240.37309789310208,600.8742221768683,242.13034037848013,611.312265806119,10.584925883470179,12,75
83.0,240.41802157491867,601.1201527825522,242.15066176272748,611.5614385199988,10.584067737472964,12,75
83.25,240.46294525673522,601.3660833882361,242.17098314697483,611.8106112338787,10.583267706757576,12,75
83.5,240.5078689385518,601.61201399392,242.1913045312222,612.0597839477587,10.58252580450453,12,75
83.75,240.55279262036836,601.8579445996038,242.20984517499036,612.3090935580285,10.581698243663972,12,76
84.0,240.59771630218495,602.1038752052877,242.22784834607427,612.5584444871042,10.580895488984636,12,76
84.25,240.64263998400153,602.3498058109716,242.24585151715817,612.8077954161799,10.580162276765535,12,76
84.5,240.6875636658181,602.5957364166555,242.26385468824208,613.0571463452557,10.579498621465367,12,76
84.75,240.73248734763467,602.8416670223394,242.28056916069812,613.3065831102014,10.57880078392302,12,77
85.0,240.77741102945126,603.0875976280233,242.2957951595155,613.5561190173571,10.578063643473207,12,77
85.25,240.8223347112678,603.3335282337072,242.3110211583329,613.8056549245127,10.577411061595251,12,77
85.5,240.8672583930844,603.579458839391,242.3262471571503,614.0551908316685,10.576843053940827,12,77
85.75,240.91218207490098,603.825389445075,242.34109722898748,614.3047478425243,10.576329748063369,12,78
86.0,240.95710575671754,604.0713200507588,242.35389565638633,614.554420028112,10.57574617504593,12,78
86.25,240.99563090618832,604.3182853821604,242.3666940837852,614.8040922136996,10.575063079968666,13,78
86.5,241.03051023613244,604.5658402898933,242.37949251118405,615.0537643992873,10.57432292408407,13,78
86.75,241.06538956607653,604.8133951976263,242.39229093858293,615.3034365848749,10.573629251990491,13,78
87.0,241.10026889602065,605.0609501053591,242.40261386139088,615.5532209827646,10.57278821189933,13,79
87.25,241.13514822596474,605.308505013092,242.41245631984543,615.803027159653,10.571968173020156,13,79
87.5,241.17002755590886,605.556059920825,242.42229877829996,616.0528333365413,10.571207847512902,13,79
87.75,241.20490688585298,605.8036148285579,242.43214123675452,616.3026395134297,10.570507248262933,13,79
88.0,241.23978621579707,606.0511697362908,242.44097213607364,616.5524815886296,10.569787047766898,13,80
88.25,241.27215822350973,606.2990361496126,242.44886242925352,616.802357044154,10.569029406786834,14,80
88.5,241.29891588182875,606.5476000804659,242.45675272243338,617.0522324996784,10.568249070315836,14,80
88.75,241.3256735401478,606.7961640113193,242.46464301561326,617.3021079552028,10.567502525103288,14,80
89.0,241.3524311984668,607.0447279421727,242.47209326633256,617.5519953457148,10.566755009734786,14,81
89.25,241.37918885678582,607.2932918730261,242.47775903076766,617.8019311356956,10.565905336509548,14,81
89.5,241.40594651510483,607.5418558038795,242.48342479520272,618.0518669256764,10.565097880492125,14,81
89.75,241.43270417342384,607.7904197347328,242.48909055963782,618.3018027156573,10.56433265136268,14,81
90.0,241.45946183174286,608.0389836655862,242.4947563240729,618.5517385056382,10.563609658297974,14,81
90.25,241.48621949006187,608.2875475964396,242.4983109982796,618.8017119792594,10.562763932322005,14,82
90.5,241.5129771483809,608.536111527293,242.50156886973107,619.0516907509053,10.561946790227157,14,82
90.75,241.53973480669993,608.7846754581464,242.5048267411825,619.3016695225513,10.561182064178777,14,82
91.0,241.56626330535266,609.0332636949527,242.50808461263398,619.5516482941972,10.560465991255965,15,82
91.25,241.59224255921333,609.2819101877268,242.5098204224707,619.8016385405186,10.559670153545166,15,83
91.5,241.61822181307403,609.5305566805008,242.51033183876262,620.0516380174249,10.558835768971264,15,83
91.75,241.6442010669347,609.7792031732749,242.5108432550545,620.3016374943311,10.558062924758952,15,83
92.0,241.6701803207954,610.027849666049,242.5113546713464,620.5516369712373,10.557351634423638,15,83
92.25,241.69615957465606,610.2764961588231,242.51123523146367,620.8016342590498,10.556651000917142,15,84
92.5,241.72213882851673,610.5251426515971,242.50898883393674,621.0516241662424,10.555848900453181,15,84
92.75,241.74811808237743,610.7737891443711,242.50674243640984,621.301614073435,10.555122389036965,15,84
93.0,241.76913096051157,611.0228767877984,242.5044960388829,621.5516039806275,10.554376253455615,16,84
93.25,241.78738593767252,611.2722094086262,242.50224964135597,621.8015938878201,10.553623435841084,16,84
93.5,241.80564091483348,611.5215420294539,242.49814643196706,622.0515594472466,10.552764126534711,16,85
93.75,241.82389589199443,611.7708746502817,242.49383711258523,622.3015223040203,10.551936374250777,16,85
94.0,241.84215086915538,612.0202072711095,242.48952779320337,622.551485160794,10.551156849916834,16,85
94.25,241.86040584631633,612.2695398919374,242.48521847382153,622.8014480175677,10.550425564222937,16,85
94.5,241.87866082347728,612.5188725127651,242.47962945811776,623.0513830639851,10.549641785927205,16,86
94.75,241.89691580063823,612.7682051335929,242.4730754536321,623.3012971392693,10.548838189382849,16,86
95.0,241.91517077779918,613.0175377544207,242.46652144914646,623.5512112145536,10.548092914243043,16,86
95.25,241.92763984292407,613.2671913960482,242.4599674446608,623.801125289838,10.547375785203748,17,86
95.5,241.9370795360174,613.5170131168699,242.45291582062148,624.0510242381768,10.546633461741779,17,87
95.75,241.94651922911072,613.7668348376916,242.444277667297,624.300874958222,10.545793698140068,17,87
96.0,241.95595892220405,614.0166565585133,242.4356395139725,624.5507256782673,10.544984859632294,17,87
96.25,241.96539861529737,614.2664782793349,242.42700136064798,624.8005763983126,10.544206953335292,17,87
96.5,241.9748383083907,614.5163000001567,242.41836320732347,625.0504271183579,10.543459986095462,17,87
96.75,241.98427800148406,614.7661217209783,242.40771410682575,625.3001993222182,10.542584552388062,17,88
97.0,241.99371769457738,615.0159434418,242.3968451281979,625.5499629410732,10.541730338934185,17,88
97.25,242.0031573876707,615.2657651626216,242.38597614957007,625.7997265599283,10.540915184385563,17,88
97.5,242.01259708076404,615.5155868834433,242.37510717094221,626.0494901787835,10.540139097804081,17,88
97.75,242.02203677385737,615.765408604265,242.362996142696,626.299194164345,10.539302231027849,17,89
98.0,242.0314764669507,616.0152303250867,242.34988698061264,626.5488502274987,10.538431263888466,17,89
98.25,242.04091616004402,616.2650520459083,242.3367778185293,626.7985062906525,10.537608478543982,17,89
98.5,242.05035585313738,616.51487376673,242.32366865644596,627.0481623538064,10.536833886281336,17,89
98.75,242.0597955462307,616.7646954875518,242.31026920245583,627.2978023632377,10.536084543467023,17,90
99.0,242.06923523932403,617.0145172083734,242.29576965826828,627.5473815354824,10.535300127488142,17,90
99.25,242.07741530629747,617.2643668565239,242.28127011408074,627.7969607077271,10.534566437070819,18,90
99.5,242.07905710379984,617.5143614654677,242.2667705698932,628.0465398799718,10.533851076424915,18,90
99.75,242.08069890130218,617.7643560744115,242.25227102570562,628.2961190522165,10.533160419101955,18,90
100.0,242.08234069880456,618.0143506833552,242.23631797439884,628.5456088560288,10.532383761566201,18,91
100.25,242.08398249630693,618.2643452922991,242.22013329371762,628.7950844181812,10.531619228638059,18,91
100.5,242.0856242938093,618.5143399012429,242.20394861303643,629.0445599803336,10.53088484214906,18,91
100.75,242.08726609131168,618.7643345101867,242.1877639323552,629.294035542486,10.530180608406427,18,91
101.0,242.08890788881405,619.0143291191305,242.17069879087126,629.5434509693663,10.529439523961972,18,92
101.25,242.09054968631642,619.2643237280743,242.15281315827724,629.7928103568911,10.528670734385965,18,92
101.5,242.09219148381877,619.514318337018,242.13492752568325,630.0421697444158,10.527938146927012,18,92
101.75,242.09383328132114,619.7643129459618,242.11704189308924,630.2915291319406,10.52724176914322,18,92
102.0,242.0954750788235,620.0143075549056,242.09879321242212,630.5408609564926,10.526553924550651,18,93
102.25,242.09711687632588,620.2643021638495,242.0788276060051,630.7900624303253,10.52577615592929,18,93
102.5,242.09875867382826,620.5142967727933,242.0588619995881,631.039263904158,10.525042748650653,18,93
102.75,242.10040047133063,620.764291381737,242.03889639317106,631.2884653779907,10.524353711988812,18,93
103.0,242.102042268833,621.0142859906808,242.01893078675403,631.5376668518235,10.523709054659227,18,93
103.25,242.10368406633535,621.2642805996246,241.99728923921558,631.7867272701359,10.522984547788312,18,94
103.5,242.10532586383772,621.5142752085684,241.97532096697196,632.0357601896759,10.522288129531518,18,94
103.75,242.1069676613401,621.7642698175122,241.95335269472835,632.2847931092159,10.521644733084653,18,94
104.0,242.10746003486054,622.0142633854076,241.93138442248474,632.5338260287559,10.521036110032261,19,94
104.25,242.10536539362744,622.2642546102098,241.9086095114079,632.7827851595779,10.520370611113325,19,95
104.5,242.1032707523943,622.514245835012,241.88502981198081,633.031670670958,10.519688887407487,19,95
104.75,242.10117611116118,622.7642370598143,241.86145011255377,633.280556182338,10.519051118858949,19,95
105.0,242.09908146992808,623.0142282846165,241.83787041312672,633.5294416937181,10.518457313463148,19,95
105.25,242.09698682869495,623.2642195094186,241.8140451280949,633.7783031988222,10.517890084694809,19,96
105.5,242.09489218746182,623.5142107342208,241.78898131706185,634.0270436365811,10.517282780907713,19,96
105.75,242.09279754622872,623.764201959023,241.7639175060288,634.27578407434,10.516725756997445,19,96
106.0,242.0907029049956,624.0141931838252,241.73885369499573,634.5245245120989,10.516219020953686,19,96
106.25,242.0886082637625,624.2641844086274,241.71378988396268,634.7732649498578,10.515762580046289,19,96
106.5,242.08651362252937,624.5141756334297,241.68754274209397,635.0218827206251,10.515278693108035,19,97
106.75,242.08416636881682,624.7641595781951,241.6610517949902,635.2704752179405,10.514832108243334,20,97
107.0,242.07186050119012,625.0138565257574,241.6345608478864,635.5190677152559,10.514308970291088,20,97
107.25,242.0595546335634,625.2635534733198,241.60806990078262,635.7676602125714,10.513805060658342,20,97
107.5,242.0472487659367,625.5132504208822,241.58091281361146,636.0161799130796,10.513277183566531,20,98
107.75,242.03494289830996,625.7629473684445,241.55308656936143,636.2646264870767,10.512727991937345,20,98
108.0,242.02263703068326,626.0126443160068,241.5252603251114,636.5130730610739,10.51220183489058,20,98
108.25,242.01033116305655,626.2623412635692,241.49743408086135,636.7615196350712,10.511698715885077,20,98
108.5,241.99695840372013,626.5119808895371,241.4693940274252,637.009941741132,10.511208599050606,21,99
108.75,241.98243939480977,626.7615589301982,241.4403723742137,637.2582515146909,10.510679895618564,21,99
109.0,241.96792038589945,627.0111369708594,241.41135072100215,637.5065612882497,10.510171330380471,21,99
109.25,241.9534013769891,627.2607150115206,241.38232906779064,637.7548710618087,10.5096829062599,21,99
109.5,241.93888236807874,627.5102930521817,241.3533074145791,638.0031808353675,10.509214626064855,21,99
109.75,241.92436335916838,627.7598710928429,241.32326439401376,638.2513687558893,10.508703211130195,21,100
110.0,241.90984435025803,628.0094491335041,241.29305434807677,638.4995367496446,10.508204799160275,21,100
110.25,241.89532534134767,628.2590271741652,241.26284430213977,638.7477047433997,10.507729983984175,21,100
110.5,241.88080633243732,628.5086052148264,241.23263425620274,638.995872737155,10.507278768801086,21,100
110.75,241.86628732352696,628.7581832554876,241.201680254907,639.2439480731322,10.506805716611181,21,101
111.0,241.8517683146166,629.0077612961486,241.17009423999204,639.491944693395,10.506321004572069,21,101
111.25,241.8365416168453,629.2572864709213,241.13850822507712,639.7399413136579,10.505869938656872,22,101
111.5,241.81381836991693,629.506251637258,241.10692221016217,639.9879379339208,10.50549617116322,22,101
111.75,241.7910951229886,629.7552168035945,241.07513591002663,640.2359086723683,10.505117783385655,22,102
112.0,241.76837187606026,630.0041819699312,241.04264245659033,640.48378802908,10.50470496231243,22,102
112.25,241.74564862913192,630.2531471362679,241.01014900315403,640.7316673857915,10.504301324671257,22,102
112.5,241.72292538220356,630.5021123026045,240.97765554971772,640.9795467425032,10.503906871521162,22,102
112.75,241.70020213527522,630.7510774689412,240.9451620962814,641.2274260992149,10.503521603896562,22,102
113.0,241.67747888834688,631.0000426352777,240.91178712064573,641.4751881301044,10.503092735995038,22,103
113.25,241.65475564141855,631.2490078016144,240.87831511324174,641.7229372465919,10.502669085149783,22,103
113.5,241.63203239449018,631.4979729679511,240.84484310583775,641.9706863630794,10.502256559076631,22,103
113.75,241.60930914756185,631.7469381342877,240.81137109843377,642.2184354795669,10.50185515908669,22,103
114.0,241.5865859006335,631.9959033006244,240.77736155138422,642.4661109476901,10.501432865094758,22,104
114.25,241.56386265370517,632.244868466961,240.7429626915562,642.7137330760279,10.501000092887844,22,104
114.5,241.54113940677684,632.4938336332976,240.70856383172816,642.9613552043656,10.500580456762457,22,104
114.75,241.51841615984847,632.7427987996343,240.6741649719001,643.2089773327034,10.500173958293646,22,104
115.0,241.49569291292013,632.9917639659709,240.63952727680126,643.4565658231973,10.499766545379895,22,105
115.25,241.4729696659918,633.2407291323076,240.6041938833164,643.7040563307017,10.499332713140301,22,105
115.5,241.44875708394005,633.4895523010997,240.56886048983154,643.9515468382062,10.498930788931354,23,105
115.75,241.42402446969626,633.7383258885094,240.5335270963467,644.1990373457107,10.498546078518011,23,105
116.0,241.39929185545247,633.987099475919,240.4981937028618,644.4465278532152,10.49817221521883,23,105
116.25,241.37455924120866,634.2358730633287,240.46243106907932,644.6939566688756,10.497785028423898,23,106
116.5,241.34982662696487,634.4846466507383,240.42663372716092,644.9413804961671,10.497407672582,23,106
116.75,241.32509401272108,634.7334202381479,240.39083638524255,645.1888043234586,10.49704213985397,23,106
117.0,241.3003613984773,634.9821938255576,240.35503904332415,645.4362281507501,10.49668843147476,23,106
117.25,241.2756287842335,635.2309674129673,240.31836739527026,645.6835228033185,10.496297611784845,23,107
117.5,241.25089616998972,635.4797410003769,240.28108566714948,645.9307273193539,10.495887168356184,23,107
117.75,241.22260529948693,635.7281041826961,240.2438039390287,646.1779318353894,10.495568115839498,24,107
118.0,241.1900554016517,635.9759761338139,240.20652221090793,646.4251363514248,10.495345958595061,24,107
118.25,241.15750550381645,636.2238480849317,240.16867097380518,646.6722522583897,10.49509140025362,24,108
118.5,241.1249556059812,636.4717200360494,240.1290841246483,646.9190981240099,10.494735295381638,24,108
118.75,241.09240570814595,636.7195919871671,240.08949727549145,647.1659439896303,10.49438399734144,24,108
119.0,241.0598558103107,636.9674639382848,240.04991042633458,647.4127898552505,10.49403750661532,24,108
119.25,241.02730591247544,637.2153358894026,240.0103235771777,647.6596357208708,10.493695823679815,24,108
119.5,240.9947560146402,637.4632078405203,239.97008479269493,647.9063760529414,10.493317560524117,24,109
119.75,240.96220611680494,637.7110797916381,239.9297731357565,648.1531045886135,10.492940470669085,24,109
120.0,240.9296562189697,637.9589517427559,239.88946147881808,648.3998331242855,10.492569233539072,24,109
120.25,240.89710632113446,638.2068236938735,239.84914982187965,648.6465616599576,10.49220384975566,24,109
120.5,240.8645564232992,638.4546956449913,239.80836174464383,648.893211488369,10.491813961926173,24,110
120.75,240.83200652546395,638.702567596109,239.76717544357336,649.139795528007,10.491405632009043,24,110
121.0,240.7994566276287,638.9504395472268,239.72598914250287,649.3863795676449,10.491004553968454,24,110
121.25,240.76690672979345,639.1983114983445,239.68480284143237,649.6329636072827,10.490610728636055,24,110
121.5,240.7343568319582,639.4461834494623,239.64357079599782,649.8795399827208,10.490221290627437,24,111
121.75,240.70180693412297,639.6940554005799,239.60213663585654,650.1260824950251,10.489826693712706,24,111
122.0,240.66925703628772,639.9419273516977,239.56070247571526,650.3726250073296,10.489439775172485,24,111
122.25,240.63670713845246,640.1897993028155,239.51926831557395,650.6191675196341,10.489060535856495,24,111
122.5,240.6041572406172,640.4376712539332,239.47783415543267,650.8657100319385,10.488688976597706,24,111
122.75,240.57160734278196,640.685543205051,239.43609268284337,651.1122006557969,10.488306781274577,24,112
123.0,240.5390574449467,640.9334151561687,239.39428218846106,651.3586796256087,10.487928758607652,24,112
123.25,240.50650754711145,641.1812871072864,239.35247169407873,651.6051585954206,10.487559084516363,24,112
123.5,240.4739576492762,641.4291590584041,239.3106611996964,651.8516375652324,10.487197759883344,24,112
123.75,240.44140775144098,641.6770310095219,239.26896747934484,652.0981362795271,10.486851350150989,24,113
124.0,240.40885785360572,641.9249029606397,239.2274197413401,652.3446596769293,10.48652116003092,24,113
124.25,240.37630795577047,642.1727749117574,239.1858720033354,652.5911830743314,10.486198853676127,24,113
124.5,240.34375805793522,642.4206468628752,239.14432426533065,652.8377064717336,10.485884431813584,24,113
124.75,240.31120816009997,642.6685188139928,239.1027551280699,653.0842262485983,10.485576764962333,24,114
125.0,240.2786582622647,642.9163907651106,239.0608933316886,653.3306965105037,10.485261827187195,24,114
125.25,240.24610836442946,643.1642627162283,239.0190315353073,653.5771667724091,10.484955337424871,24,114
125.5,240.2135584665942,643.4121346673461,238.977169738926,653.8236370343145,10.484657296416227,24,114
125.75,240.18100856875898,643.6600066184639,238.93530794254468,654.0701072962199,10.48436770488179,24,114
126.0,240.14845867092373,643.9078785695815,238.8934394096594,654.3165764138245,10.48408623385427,24,115
126.25,240.11590877308848,644.1557505206993,238.85156780732262,654.5630450100346,10.483813078525515,24,115
126.5,240.08335887525323,644.403622471817,238.80969620498584,654.8095136062445,10.483548392562028,24,115
126.75,240.05080897741797,644.6514944229348,238.76782460264903,655.0559822024546,10.483292176605556,24,115
127.0,240.01825907958272,644.8993663740525,238.72605048864654,655.3024672947286,10.483048784025554,24,116
127.25,239.98570918174747,645.1472383251703,238.6845026022186,655.5489906671162,10.482823586505026,24,116
127.5,239.95315928391224,645.3951102762879,238.64295471579064,655.7955140395038,10.482606281275745,24,116
127.75,239.920609386077,645.6429822274057,238.6014068293627,656.0420374118914,10.482396868828301,24,116
128.0,239.88805948824174,645.8908541785235,238.55985894293474,656.2885607842791,10.482195349635866,24,116
128.25,239.85550959040648,646.1387261296412,238.5189820163647,656.5351962065837,10.482027285641568,24,117
128.5,239.82295969257123,646.386598080759,238.47817082948546,656.7818426073794,10.481868433371591,24,117
128.75,239.79040979473598,646.6344700318767,238.43735964260622,657.0284890081751,10.48171623322392,24,117
129.0,239.75785989690073,646.8823419829944,238.396548455727,657.275135408971,10.481570685488558,24,117
129.25,239.72530999906547,647.1302139341121,238.35592654355986,657.5218129838639,10.48143796714052,24,118
129.5,239.69276010123025,647.3780858852299,238.31548104705064,657.7685196149303,10.481317220863838,24,118
129.75,239.660210203395,647.6259578363477,238.2750355505414,658.0152262459966,10.481202550596826,24,118
130.0,239.62766030555974,647.8738297874654,238.23459005403217,658.261932877063,10.481093956539018,24,118
130.25,239.5951104077245,648.1217017385832,238.1941851604743,658.5086461371781,10.480992581234128,24,119
130.5,239.56217575175936,648.3695211839747,238.15406477982427,658.7554058483477,10.48090534118791,25,119
130.75,239.52712098121106,648.6170513095389,238.11394439917427,659.0021655595173,10.480823728940484,25,119
131.0,239.49206621066276,648.864581435103,238.07382401852425,659.2489252706868,10.480744621027092,25,119
131.25,239.45701144011446,649.1121115606671,238.03370363787425,659.4956849818564,10.480668017504664,25,119
131.5,239.42195666956619,649.3596416862313,237.99351406247058,659.7424334290293,10.480592190142788,25,120
131.75,239.3869018990179,649.6071718117955,237.95329848874087,659.9891776440164,10.480518300075937,25,120
132.0,239.3518471284696,649.8547019373597,237.91308291501116,660.2359218590035,10.480447009715924,25,120
132.25,239.3167923579213,650.1022320629238,237.87286734128145,660.4826660739906,10.480378319115683,25,120
132.5,239.28173758737302,650.349762188488,237.83271443038345,660.7294204768629,10.480313654319799,25,121
132.75,239.24668281682472,650.5972923140521,237.79269226659233,660.9761961369379,10.480254437983804,25,121
133.0,239.21162804627642,650.8448224396162,237.75267010280118,661.222971797013,10.480197630067101,25,121
133.25,239.17657327572812,651.0923525651804,237.71264793901003,661.469747457088,10.480143230608853,25,121
133.5,239.14151850517985,651.3398826907446,237.6726257752189,661.7165231171631,10.480091239646452,25,121
133.75,239.10646373463155,651.5874128163088,237.63264151130102,661.9633049205894,10.480042409535194,25,122
134.0,239.07140896408325,651.8349429418729,237.59266075930594,662.2100872932782,10.479996019351804,25,122
134.25,239.03635419353495,652.082473067437,237.55268000731087,662.456869665967,10.479951997717269,25,122
134.5,239.00129942298668,652.3300031930012,237.51269925531582,662.7036520386557,10.479910344661329,25,122
134.75,238.96624465243838,652.5775333185653,237.47287378431386,662.9504594683584,10.479873732961886,25,123
135.0,238.93118988189008,652.8250634441295,237.43320210662208,663.1972917150142,10.479841920477305,25,123
135.25,238.89613511134178,653.0725935696936,237.39353042893032,663.4441239616699,10.479812188359725,25,123
135.5,238.8610803407935,653.3201236952578,237.35385875123856,663.6909562083257,10.479784536626973,25,123
135.75,238.8260255702452,653.567653820822,237.31418801844254,663.9377886068261,10.479758979238632,25,124
136.0,238.7909707996969,653.8151839463861,237.27452759692207,664.1846226623468,10.479735648922913,25,124
136.25,238.7559160291486,654.0627140719503,237.2348671754016,664.4314567178675,10.479714388891884,25,124
136.5,238.72086125860034,654.3102441975144,237.1952067538811,664.6782907733883,10.47969519915826,25,124
136.75,238.68580648805204,654.5577743230785,237.15554633236064,664.925124828909,10.479678079733175,25,124
137.0,238.65075171750374,654.8053044486427,237.11608536223898,665.1719908065537,10.479665398536353,25,125
137.25,238.61569694695544,655.0528345742069,237.07672665326896,665.4188731510585,10.479655783546722,25,125
137.5,238.58064217640717,655.3003646997711,237.03736794429898,665.6657554955634,10.479647976195842,25,125
137.75,238.54558740585887,655.5478948253352,236.99800923532896,665.9126378400682,10.479641976487416,25,125
138.0,238.51053263531057,655.7954249508994,236.95863884693551,666.1595183213818,10.479637671335572,25,126
138.25,238.47547786476227,656.0429550764635,236.91922970367787,666.4063926202217,10.479634824852237,25,126
138.5,238.440423094214,656.2904852020276,236.87982056042023,666.6532669190616,10.479633828687753,25,126
138.75,238.4053683236657,656.5380153275918,236.84041141716258,666.9001412179015,10.47963468284264,25,126
139.0,238.3703135531174,656.785545453156,236.80100227390494,667.1470155167414,10.47963738731634,25,126
139.25,238.3352587825691,657.0330755787202,236.762434877219,667.394022342252,10.479646600624552,25,127
139.5,238.30020401202083,657.2806057042843,236.72408086044493,667.6410627628259,10.479658136161556,25,127
139.75,238.26514924147253,657.5281358298485,236.68572684367086,667.8881031833996,10.479670733249366,25,127
140.0,238.23009447092423,657.7756659554126,236.6473728268968,668.1351436039735,10.479684391884382,25,127
140.25,238.19503970037593,658.0231960809767,236.6096252100848,668.3822760254723,10.479698297302011,25,128
140.5,238.15998492982766,658.2707262065409,236.57297964906846,668.6295756471012,10.479711231391576,25,128
140.75,238.12493015927936,658.518256332105,236.53633408805212,668.87687526873,10.479724412012231,25,128
141.0,238.08987538873106,658.7657864576693,236.49968852703574,669.124174890359,10.47973783916317,25,128
141.25,238.05482061818276,659.0133165832334,236.4630429660194,669.3714745119879,10.479751512843546,25,128
141.5,238.01976584763446,659.2608467087975,236.4265050656769,669.6187900605158,10.479764806365129,25,129
141.75,237.9847110770862,659.5083768343617,236.3899789353819,669.8661073502585,10.479778244014767,25,129
142.0,237.9496563065379,659.7559069599258,236.35345280508687,670.1134246400012,10.479791892548175,25,129
142.25,237.9146015359896,660.00343708549,236.31692667479183,670.3607419297439,10.479805751964534,25,129
142.5,237.8795467654413,660.2509672110541,236.2805055925822,670.6080746823013,10.479819074939394,25,130
142.75,237.84449199489302,660.4984973366184,236.24421759365,670.8554270243834,10.479831616804855,25,130
143.0,237.80943722434472,660.7460274621825,236.20792959471785,671.1027793664655,10.479844306793034,25,130
143.25,237.77438245379642,660.9935575877466,236.17164159578567,671.3501317085476,10.47985714490329,25,130
143.5,237.73932768324812,661.2410877133108,236.1353535968535,671.5974840506296,10.47987013113508,25,130
143.75,237.70427291269985,661.4886178388749,236.09933920001012,671.8448763730919,10.479880870013265,25,131
144.0,237.66921814215155,661.736147964439,236.06333198444338,672.0922697449254,10.47989163511636,25,131
144.25,237.63416337160325,661.9836780900032,236.02732476887664,672.3396631167587,10.479902488553865,25,131
144.5,237.59910860105495,662.2312082155673,235.99131755330987,672.5870564885922,10.47991343032574,25,131
144.75,237.56405383050668,662.4787383411316,235.95547628755352,672.8344739004962,10.479922742424257,25,132
